parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,year_built,zip_code,category_code,exterior_condition,interior_condition,x_coord,y_coord
433371500,2023/8/28,36000,3,1,1048,1940,19140,1,4,4,2699255.562,258951.7497
262426200,2023/9/21,658849,3,2,3300,2023,19145,1,1,1,2686575.828,219899.796
572149800,2023/9/22,295000,3,1,1060,1957,19114,1,4,4,2737082.662,275863.1834
433124500,2023/9/22,37100,3,1,1120,1940,19140,1,4,4,2699110.963,257857.4996
452232100,2023/9/19,80000,3,1,1016,1888,19134,1,4,4,2709802.443,252227.5073
663438400,2023/8/23,270000,3,2,1369,1965,19154,1,4,4,2746224.916,289622.5175
412164900,2023/9/19,190500,3,1,1200,1950,19136,1,4,4,2728179.573,267925.8433
612204800,2023/9/22,240000,3,1,1200,1955,19120,1,4,4,2702536.19,269636.3097
433338000,2023/9/20,103000,3,1,1222,1925,19140,1,4,4,2699550.665,259431.5316
661188300,2023/9/13,289000,3,1,1260,1964,19114,1,4,4,2740906.094,279849.7775
213053500,2023/9/21,271500,3,1,1046,1950,19128,1,4,4,2680020.966,260210.7722
193219700,2023/9/20,12000,3,1,1320,1920,19140,1,4,4,2699784.652,254258.2965
383143752,2023/9/21,340000,3,2,1440,1989,19144,1,4,3,2688231.003,261950.7615
621299200,2023/9/19,230000,3,1,1200,1950,19149,1,4,4,2720265.022,266372.6939
314000007,2023/9/15,800000,3,3,2265,2022,19125,1,1,1,2704967.503,245777.9359
281110600,2023/9/21,15000,3,1,1086,1915,19132,1,2,2,2689077.981,251025.8358
581401613,2023/8/29,325000,3,2,1560,1956,19115,1,4,4,2731630.17,288108.5553
22153010,2023/9/19,1400000,3,4,2544,2013,19147,1,3,3,2697113.358,231202.1054
652288700,2023/8/18,245000,3,1,1152,1960,19136,1,4,4,2735362.489,271338.2328
582094900,2023/9/7,439999,3,3,1224,1962,19116,1,4,4,2731355.623,293985.3831
406189800,2023/9/19,80000,3,1,992,1925,19142,1,4,4,2674609.996,224811.2107
542337200,2023/9/20,230000,3,1,1260,1950,19149,1,4,4,2719528.402,270463.6621
412118100,2023/9/5,215000,3,1,1204,1950,19136,1,4,4,2728611.214,266306.8115
351339800,2023/9/20,108000,3,1,1276,1947,19124,1,4,4,2707806.595,264587.1601
351336100,2023/9/22,145000,3,1,1260,1947,19124,1,4,4,2707667.234,264693.8692
622458600,2023/9/7,140000,3,1,1095,1935,19124,1,4,4,2718745.106,258582.0336
552286400,2023/9/20,190000,3,1,1048,1950,19135,1,4,4,2722026.146,263371.7347
193050100,2023/9/12,42000,3,1,1146,1920,19140,1,4,4,2701277.218,253689.0165
344172900,2023/9/23,275000,3,1,1296,1949,19151,1,4,3,2664325.219,244873.6929
412370800,2023/9/14,85000,3,1,980,1935,19135,1,4,4,2725612.827,263713.8314
81063100,2023/9/15,1682500,3,3,3330,1800,19103,1,4,3,2690411.409,234062.2595
102224000,2023/6/16,250000,3,2,1444,1925,19138,1,4,3,2693906.782,276827.4807
301018202,2023/9/7,1095000,3,2,1965,2021,19146,1,1,1,2692328.304,232903.1499
223007200,2023/9/18,375000,3,2,1088,1925,19119,1,4,4,2686617.778,269586.7281
604142500,2023/9/19,265000,3,3,1214,1925,19143,1,4,2,2672834.838,235955.4368
421582000,2023/9/18,51078,3,1,1092,1930,19120,1,4,4,2706854.983,260934.9567
412097600,2023/8/30,175000,3,1,1110,1950,19136,1,4,4,2727532.64,267705.8507
383031200,2023/9/15,407500,3,1,1184,1945,19129,1,4,4,2685638.331,259022.6305
661218300,2023/9/14,300000,3,1,1296,1961,19114,1,4,4,2740315.576,280120.1864
383007700,2023/9/15,400000,3,1,1172,1941,19129,1,4,4,2685375.118,258323.5873
132055800,2023/8/28,190000,3,2,1440,1950,19140,1,4,3,2696341.092,260625.8691
551309300,2023/9/20,260000,3,1,1174,1950,19149,1,4,4,2723325.269,267849.0013
282316300,2023/8/29,24000,3,1,840,1915,19132,1,7,7,2687431.13,250429.2209
132212800,2023/9/19,84000,3,1,1450,1950,19140,1,4,4,2694697.357,261841.6186
412224600,2023/9/12,103000,3,1,1084,1950,19136,1,4,4,2729332.216,266891.6945
32024200,2023/9/8,101280,3,1,1464,1925,19143,1,4,4,2671221.958,236803.6851
402282900,2023/9/20,206000,3,2,992,1925,19142,1,4,4,2677243.674,224793.2951
71365400,2023/9/1,15000,3,1,840,1920,19134,1,4,4,2702985.244,252102.5049
382185600,2023/9/14,160000,3,1,1463,1948,19132,1,4,4,2687278.7,254943.3683
282315500,2023/9/11,105333,3,1,1048,1915,19132,1,3,3,2687541.969,250414.0139
888030634,2023/9/8,1290000,3,2,2750,1900,19106,1,3,3,2699348.896,234634.7059
502385200,2023/7/20,240000,3,1,1474,1950,19150,1,4,4,2689969.469,277789.9312
323214700,2023/9/20,76000,3,1,1050,1925,19121,1,4,4,2688522.859,247485.5463
11407700,2023/9/11,490000,3,2,1698,2023,19148,1,1,1,2696483.969,226369.1495
212251900,2023/9/11,347500,3,2,1468,1925,19128,1,4,4,2676606.198,265435.6282
11402500,2023/9/20,295000,3,1,1074,1925,19148,1,3,3,2696511.204,226444.5231
651125000,2023/9/15,215000,3,1,1110,1950,19136,1,4,3,2729153.311,268283.3341
552036200,2023/9/19,110000,3,1,1418,1940,19135,1,4,4,2721757.179,264206.5296
662574200,2023/9/20,320000,3,1,1400,1973,19154,1,4,4,2743944.595,286855.0401
433125600,2023/9/15,135000,3,1,1120,1940,19140,1,4,5,2699134.743,258032.6417
312000293,2023/9/20,603496,3,3,1444,2023,19125,1,1,1,2705790.719,243102.1925
551349400,2023/8/29,260000,3,1,1106,1950,19149,1,4,4,2723349.266,268332.3917
352192200,2023/5/2,239900,3,1,1060,1950,19111,1,3,3,2709961.743,271837.745
214166000,2023/8/31,365000,3,1,1110,1959,19128,1,4,4,2676020.821,269584.8072
542328600,2023/9/15,245000,3,1,1120,1950,19149,1,4,4,2720348.46,271660.637
412289500,2023/9/12,240000,3,1,1344,1950,19135,1,4,3,2727636.751,266569.2952
632027500,2023/9/12,320000,3,2,1572,1966,19111,1,4,4,2717498.354,283968.2735
541143400,2023/8/18,225000,3,1,1368,1950,19149,1,4,4,2719970.743,267915.7161
612058600,2023/9/7,127500,3,1,1100,1925,19120,1,4,4,2703282.999,267856.625
202026710,2023/9/5,505555,3,1,1820,2007,19122,1,3,3,2697879.148,245441.6239
663238400,2023/9/14,300000,3,2,1360,1961,19154,1,4,4,2744486.299,290922.9653
663197700,2023/9/21,257500,3,1,1152,1965,19154,1,4,4,2742820.35,291142.3497
352066600,2023/9/18,180000,3,1,1088,1950,19149,1,4,4,2713922.753,266525.2635
542503400,2023/9/13,257000,3,1,1152,1950,19149,1,4,4,2722511.905,270702.7111
551250900,2023/9/13,286000,3,2,1430,1950,19149,1,4,4,2724466.18,266428.7282
383097800,2023/9/14,349000,3,2,1120,1950,19129,1,4,4,2683412.435,258263.5457
552065700,2023/9/12,182000,3,1,1200,1940,19135,1,4,4,2722363.121,264368.98
56155702,2023/9/14,375000,3,1,1260,1978,19123,1,4,4,2698211.543,241077.1707
262378500,2023/9/14,600000,3,2,2124,2004,19145,1,4,3,2687567.86,220294.2162
482294400,2023/9/15,155000,3,1,1248,1920,19145,1,4,4,2687715.308,226545.5216
102233200,2023/9/15,295000,3,1,1386,1925,19138,1,4,4,2692985.041,275802.3853
181196600,2023/9/13,450000,3,2,1354,1925,19125,1,3,3,2703067.605,245119.7108
161319800,2023/9/14,25000,3,1,840,1915,19132,1,4,4,2694927.175,251296.9809
551313000,2023/8/28,225000,3,1,1104,1950,19149,1,4,4,2723975.004,267409.1036
451206800,2023/9/20,210000,3,1,982,1915,19134,1,4,4,2710846.475,248555.7804
663000001,2023/9/19,520000,3,2,2980,2023,19154,1,1,1,2743467.341,291404.4877
522188900,2023/9/21,330000,3,2,1548,1925,19131,1,4,3,2672226.173,249551.1993
522161200,2023/9/15,173500,3,1,1124,1925,19131,1,4,4,2671307.586,248356.5222
612492500,2023/9/21,175000,3,1,1104,1945,19120,1,4,4,2705087.258,268506.6233
172280000,2023/8/2,184500,3,1,1140,1925,19141,1,6,4,2696490.518,271540.9644
132023500,2023/8/31,132000,3,1,1306,1940,19141,1,4,4,2697164.489,264102.2644
603106900,2023/9/22,147500,3,1,978,1925,19143,1,4,4,2675118.934,235818.8236
361264600,2023/9/13,385000,3,1,1318,1923,19146,1,4,3,2687257.451,230882.7603
406098900,2023/9/18,185000,3,1,960,1920,19142,1,4,3,2674528.062,222879.5535
888084111,2023/9/15,677500,3,2,1700,1984,19103,1,4,4,2689875.899,237544.0691
43113500,2023/9/19,16000,3,1,1068,1920,19131,1,4,4,2673169.993,243331.8121
663443100,2023/9/15,272000,3,1,1332,1972,19154,1,4,3,2745930.15,289390.5255
394545900,2023/9/13,290000,3,1,1092,1925,19148,1,4,4,2693041.517,227321.1125
55166110,2023/9/15,661000,3,3,2079,2017,19123,1,1,1,2700237.444,239788.2812
502388100,2023/9/19,306000,3,3,1290,1950,19150,1,2,2,2690375.04,278368.0843
57083100,2023/8/11,1005000,3,3,2550,2016,19123,1,1,1,2699331.413,241935.9078
651024500,2023/9/20,150000,3,1,1260,1953,19136,1,4,4,2729738.214,265641.4463
172152300,2023/9/15,150000,3,1,1492,1925,19126,1,4,4,2697610.044,273195.5946
21505840,2023/8/21,710000,3,3,2094,2015,19147,1,3,3,2695589.337,230743.6674
395210500,2023/9/12,230000,3,1,1116,1930,19148,1,4,4,2694568.997,221876.8072
395225500,2023/9/20,285000,3,2,1116,1915,19148,1,4,4,2694206.815,222490.0254
56220235,2023/9/11,1040000,3,3,2395,2016,19123,1,1,1,2698472.62,240650.3126
501200600,2023/8/29,250000,3,1,1382,1925,19150,1,4,4,2692234.566,280498.0114
292169500,2023/8/31,360000,3,1,1154,1925,19130,1,3,3,2687462.764,243873.3557
571078200,2023/9/12,291000,3,1,1095,1959,19152,1,4,4,2729544.205,275547.2398
394015900,2023/9/15,353500,3,1,1078,1930,19148,1,4,3,2693909.086,225885.2955
131313900,2023/9/2,15000,3,1,1164,1925,19140,1,4,4,2695021.769,259861.8621
171192300,2023/6/9,170000,3,1,1360,1925,19141,1,4,4,2696834.267,269789.7094
542056300,2023/8/10,207500,3,1,1224,1950,19149,1,4,4,2721290.161,268929.3105
102423700,2023/9/15,257500,3,1,1224,1921,19150,1,4,4,2692491.464,277526.0892
102483100,2023/9/19,267000,3,1,1110,1945,19150,1,4,3,2692037.359,278187.0049
561021000,2023/9/18,380000,3,1,1621,1925,19111,1,4,2,2715695.19,276888.6433
362044000,2023/9/16,167500,3,1,1165,1920,19146,1,4,3,2686739.777,230729.485
162129100,2023/9/6,105000,3,1,1116,1920,19132,1,3,3,2692856.551,250398.9745
162120500,2023/9/6,105000,3,1,986,1920,19132,1,3,2,2692931.064,250348.3906
393275100,2023/9/12,265000,3,1,1060,1925,19148,1,4,3,2694291.103,226229.8808
572247900,2023/9/18,315000,3,1,1127,1949,19114,1,4,4,2734403.045,276219.8159
393296000,2023/9/15,230000,3,1,1172,1929,19148,1,4,3,2694611.587,225398.2043
411256900,2023/9/7,150000,3,1,1482,1920,19135,1,4,4,2724484.67,262913.9813
314097100,2023/9/8,200000,3,1,1329,1875,19125,1,4,4,2705200.637,246479.0926
583165276,2023/8/28,392500,3,3,1176,1980,19116,1,3,3,2738322.938,300392.4375
531176800,2023/7/14,120000,3,1,1152,1925,19111,1,4,4,2717122.823,269440.1103
531015600,2023/9/15,224900,3,1,1332,1925,19111,1,4,4,2716010.336,267766.5123
291373100,2023/9/12,330000,3,1,958,1925,19121,1,4,2,2688838.331,244854.9184
583110814,2023/9/8,365000,3,2,1480,1980,19116,1,4,4,2731314.45,301661.956
362272700,2023/9/11,325000,3,2,1358,1925,19146,1,4,2,2684782.594,230710.1451
651290800,2023/9/8,130000,3,1,1322,1920,19135,1,4,4,2728302.096,264387.1995
412244900,2023/8/15,190000,3,1,1296,1950,19135,1,4,4,2726469.97,266862.0505
412216400,2023/9/30,150000,3,1,1396,1950,19136,1,4,4,2728363.431,268235.7686
232505800,2023/9/29,35000,3,1,1397,1925,19124,1,5,4,2713894.681,257391.9094
331295400,2023/9/20,45000,3,1,1200,1920,19134,1,5,4,2706249.177,254269.9553
121014100,2023/9/27,150000,3,1,1240,1925,19144,1,4,3,2694042.038,265148.4221
213073800,2023/9/29,320000,3,1,1200,1925,19128,1,4,4,2680394.729,262092.8488
23265100,2023/9/20,712500,3,3,1440,1960,19147,1,3,3,2694578.113,232513.402
353284700,2023/9/21,264900,3,1,1212,1925,19111,1,4,3,2711936.158,270616.1172
492118800,2023/9/28,170000,3,1,1178,1935,19120,1,4,4,2700803.406,265178.633
61231700,2023/9/26,290000,3,1,996,1925,19104,1,3,2,2681543.988,239193.7587
421034400,2023/9/29,99000,3,1,1086,1940,19120,1,4,4,2706280.055,260962.5154
62007600,2023/9/29,93877,3,1,960,1925,19104,1,4,4,2679989.934,241032.7101
151320900,2023/9/7,495000,3,1,1180,1920,19130,1,3,3,2688225.36,243365.5545
482162800,2023/9/14,165000,3,1,1020,1920,19145,1,4,4,2688711.497,227001.9262
252296100,2023/6/26,33000,3,1,1100,1920,19134,1,3,4,2707072.252,252369.2964
262331500,2023/9/20,500000,3,2,1152,1960,19145,1,3,3,2689812.357,221339.3355
482255200,2023/8/12,180000,3,1,1220,1920,19145,1,4,2,2688066.421,227629.3481
234026400,2023/9/27,195000,3,1,1078,1940,19124,1,2,2,2712683.705,258422.2629
662279700,2023/9/21,289000,3,1,1254,1961,19154,1,4,4,2744669.645,282376.1035
23052520,2023/9/11,1235000,3,2,2816,1980,19147,1,4,3,2698124.746,231669.2823
888650461,2023/9/27,204125,3,2,1328,1972,19114,1,4,4,2740839.052,272359.7065
161009001,2023/10/3,80000,3,1,1148,1915,19132,1,4,4,2695047.005,248773.8449
401191300,2023/9/25,100000,3,1,1200,1920,19142,1,4,4,2673991.346,226191.4193
22303200,2023/10/2,575000,3,2,1554,1915,19147,1,3,3,2694940.199,231858.1868
151131600,2023/9/21,760000,3,2,1740,1923,19130,1,3,3,2690722.893,242415.9564
562346300,2023/9/28,270000,3,1,1066,1957,19152,1,4,4,2723209.334,281453.4925
214176200,2023/9/27,300000,3,1,1356,1959,19128,1,4,4,2673283.142,270601.9039
603044400,2023/9/27,285000,3,2,1600,1925,19139,1,2,2,2675043.011,237082.7003
871000341,2023/9/28,495000,3,1,1208,1920,19139,1,4,4,2673298.567,240009.6692
421362100,2023/7/28,200000,3,2,1428,1942,19120,1,4,4,2705625.14,263164.1957
372353200,2023/9/27,38500,3,1,996,1925,19133,1,4,4,2696483.697,251947.9613
581125700,2023/9/21,460000,3,2,1859,1962,19115,1,4,4,2726281.273,291192.2227
301381520,2023/9/15,685000,3,3,1871,2007,19146,1,3,3,2690683.664,231369.5972
604234700,2023/9/27,29000,3,1,1200,1925,19139,1,4,4,2673439.001,237514.2975
101288100,2023/9/21,294900,3,2,1204,1925,19138,1,4,2,2696032.698,276505.2632
562197700,2023/9/21,373000,3,2,1354,1959,19152,1,4,3,2722909.681,280113.9997
631176912,2023/9/26,315000,3,1,1080,1979,19111,1,4,4,2717284.441,278699.5183
532001300,2023/9/26,269900,3,2,1472,1950,19111,1,4,4,2714254.674,271681.9969
251000017,2023/9/21,485000,3,3,1884,2022,19134,1,1,1,2708207.184,246415.2171
542351800,2023/9/20,255000,3,1,1260,1950,19149,1,4,4,2719643.817,270382.801
193029600,2023/9/25,105000,3,1,1146,1920,19140,1,4,4,2701369.248,253908.7113
101172800,2023/9/28,194650,3,2,1440,1925,19138,1,4,4,2695901.558,278416.6537
331087100,2023/9/29,62000,3,1,1110,1920,19134,1,4,4,2706346.551,253192.0513
331080000,2023/9/29,62000,3,1,1110,1920,19134,1,4,4,2706425.111,253099.9245
213026603,2023/9/27,267500,3,1,1184,1950,19128,1,4,4,2681061.231,260108.4794
351187400,2023/9/28,205000,3,2,1030,1940,19124,1,3,2,2713289.088,265920.143
214120138,2023/10/2,375000,3,2,1760,1969,19128,1,4,4,2670936.902,279110.5346
661176500,2023/9/29,177000,3,1,1260,1964,19114,1,4,4,2740750.064,281093.9705
332427100,2023/9/14,153105,3,1,1200,1920,19124,1,4,4,2710191.854,256103.1662
62075700,2023/9/18,150000,3,1,1280,1925,19104,1,3,3,2681879.289,242040.3876
221135400,2023/9/29,123000,3,2,1234,1925,19119,1,4,2,2686886.986,271751.6775
102207300,2023/9/28,249900,3,2,1506,1925,19138,1,4,4,2693991.693,276554.7063
314083800,2023/9/28,60000,3,1,896,1875,19125,1,4,4,2703154.865,249302.9508
514187900,2023/8/14,24000,3,1,990,1925,19143,1,4,5,2677461.676,230006.7099
221000007,2023/9/12,450000,3,3,1734,2022,19119,1,1,1,2687415.758,272011.3115
292141300,2023/9/27,337500,3,1,960,1925,19121,1,4,2,2687957.389,244930.7391
394558800,2023/9/29,444500,3,1,1308,1925,19148,1,4,3,2692616.789,227117.2796
352020200,2023/9/27,190000,3,1,1110,1950,19124,1,4,4,2714096.651,266292.0188
662027300,2023/9/22,325000,3,1,1380,1963,19154,1,4,4,2742416.167,289115.6376
621342400,2023/9/20,225000,3,2,1240,1940,19124,1,4,4,2715328.091,264299.8732
493190000,2023/9/25,262000,3,1,1632,1960,19141,1,4,4,2699104.393,271092.6569
33125900,2023/9/26,83000,3,1,960,1920,19143,1,4,3,2672029.181,233581.3215
551352400,2023/9/25,270000,3,1,1166,1950,19149,1,4,4,2723837.875,268004.7533
551530637,2023/9/13,239000,3,1,1216,1950,19149,1,4,4,2721431.048,267797.444
502178900,2023/9/22,150000,3,1,1152,1950,19150,1,4,4,2688445.536,281165.9212
612196600,2023/8/4,169000,3,1,1124,1925,19120,1,7,4,2702808.953,269494.2277
652108800,2023/9/28,235000,3,1,1120,1950,19136,1,4,4,2736515.815,272631.4822
411192600,2023/9/28,169900,3,1,1314,1925,19135,1,4,4,2721102.016,261177.8204
331047600,2023/9/29,62000,3,1,960,1920,19134,1,4,4,2705769.699,252959.7995
642143100,2023/9/29,253000,3,1,1536,1925,19136,1,4,4,2727411.815,268667.7188
133017100,2023/9/12,105000,3,1,954,1930,19144,1,4,4,2692412.527,260918.7848
72168600,2023/9/27,50000,3,1,1200,1920,19140,1,4,4,2700387.383,255600.1203
332280500,2023/9/27,180000,3,1,1272,1925,19124,1,4,4,2709029.599,256099.994
421319200,2023/9/26,55000,3,1,1428,1940,19120,1,4,4,2704993.228,263051.4322
412162100,2023/9/8,220000,3,2,1110,1950,19136,1,4,4,2729308.264,266244.8431
514104200,2023/9/1,110000,3,1,1062,1925,19143,1,4,4,2675856.554,230795.0318
582366900,2023/9/15,385000,3,3,1742,1970,19116,1,4,4,2727793.897,298131.3285
661021700,2023/9/15,305000,3,1,1586,1988,19114,1,4,4,2739221.395,283999.8607
261344100,2023/9/20,270000,3,1,1040,1920,19145,1,4,4,2690569.185,221710.8232
312000288,2023/9/26,567296,3,3,1444,2023,19125,1,1,1,2705719.794,243157.4562
71250500,2023/9/28,48000,3,1,1092,1920,19134,1,4,4,2705210.958,251771.7136
172416200,2023/9/26,130000,3,1,1164,1925,19138,1,4,4,2694984.929,270524.0491
422056300,2023/9/19,87700,3,1,966,1930,19140,1,4,4,2702877.232,261455.3947
132346200,2023/7/7,20000,3,1,1350,1950,19140,1,4,4,2695057.629,261173.0232
365279100,2023/9/27,425000,3,2,1224,1925,19146,1,3,2,2691542.045,230465.7765
72051200,2023/9/29,62000,3,1,1008,1935,19140,1,4,4,2702210.533,253961.7856
393039510,2023/9/21,450000,3,3,1394,2018,19148,1,1,1,2695186.148,225712.1833
582522600,2023/9/6,401000,3,1,1320,1986,19116,1,4,4,2730283.051,292326.4884
43037500,2023/9/7,245000,3,2,1266,1920,19131,1,3,2,2673239.259,243221.9078
592128900,2023/9/27,150000,3,1,960,1915,19144,1,4,4,2689873.529,271427.3793
343094900,2023/8/30,110000,3,1,1324,1925,19139,1,4,4,2669465.756,240933.2959
261321600,2023/9/20,264900,3,1,968,1920,19145,1,4,4,2690607.005,223636.5763
571129400,2023/9/29,275000,3,2,1152,1956,19136,1,4,4,2731217.557,277385.8067
151340125,2023/9/29,730000,3,2,2100,1980,19130,1,4,4,2687706.931,242772.6666
393436000,2023/9/26,182000,3,1,1240,1925,19148,1,4,4,2694130.824,223615.7594
314079700,2023/9/15,370000,3,1,1229,1875,19125,1,4,3,2704957.764,246615.8449
213317400,2023/9/29,370000,3,1,1216,1950,19128,1,4,3,2677460.416,267913.1892
491426100,2023/8/22,200000,3,2,1500,1935,19141,1,4,4,2698694.856,263864.8167
622269300,2023/9/26,105000,3,1,960,1920,19124,1,4,4,2717711.849,261455.414
521039500,2023/9/23,219999,3,1,1240,1925,19131,1,4,2,2675758.744,245840.1382
11325146,2023/9/9,782000,3,3,2630,2017,19147,1,1,1,2696732.143,228117.7136
582421525,2023/9/23,370000,3,2,1722,1964,19116,1,4,4,2729947.639,299578.8643
212381415,2023/9/22,480000,3,2,1504,2014,19128,1,3,3,2669667.977,271277.3921
31186000,2023/9/18,189000,3,3,1230,1925,19139,1,4,2,2670718.054,238919.5933
211066100,2023/9/20,420000,3,2,1828,1900,19127,1,4,3,2677669.575,261825.409
561364500,2023/10/2,475000,3,2,1904,1961,19111,1,4,4,2717947.465,276081.7289
422171000,2023/9/28,180000,3,2,1152,1935,19120,1,4,3,2703704.075,263735.8143
663196200,2023/10/2,240000,3,1,1440,1970,19154,1,4,4,2742707.902,290662.271
21072900,2023/9/20,650000,3,2,1710,1915,19147,1,3,3,2694481.35,231057.1503
581401609,2023/9/28,350000,3,2,1560,1956,19115,1,4,4,2731520.142,288060.5006
632279600,2023/9/25,270000,3,1,1080,1956,19115,1,4,4,2724095.122,287519.9295
311146800,2023/9/22,650000,3,2,1944,2016,19125,1,1,1,2702872.692,246623.715
361253200,2023/9/26,665000,3,2,3076,1923,19146,1,2,2,2688435.131,230861.3604
611291500,2023/9/7,125000,3,1,1334,1953,19120,1,4,4,2703495.567,270290.6316
551215800,2023/9/19,228000,3,2,1440,1950,19149,1,4,4,2723763.995,266569.1623
552289100,2023/9/27,210000,3,2,1088,1950,19135,1,4,4,2723898.125,264718.4436
591086800,2023/9/26,230000,3,2,1071,1905,19138,1,4,2,2692103.231,270767.9436
391328600,2023/9/19,295000,3,2,972,1920,19148,1,4,2,2697128.839,223691.6336
191041600,2023/9/19,300000,3,3,1370,2021,19133,1,1,1,2701535.931,248037.888
471016410,2023/9/9,590000,3,3,1952,2012,19130,1,3,3,2692428.832,243093.3018
332066800,2023/9/22,95000,3,1,1200,1925,19124,1,4,4,2711886.376,257128.9525
583136505,2023/9/25,590000,3,3,2861,1961,19116,1,4,4,2736332.722,302270.0181
42119710,2023/9/22,220000,3,2,1080,1925,19139,1,4,2,2672214.091,239874.8036
888181056,2023/9/21,435000,3,2,1504,2015,19122,1,3,3,2700681.999,242875.7471
591040000,2023/8/23,129000,3,1,950,1905,19138,1,4,4,2693763.32,272492.5757
121011900,2023/9/28,150000,3,1,1332,1925,19144,1,4,3,2693712.424,264696.5765
31185900,2023/9/27,176000,3,2,1230,1925,19139,1,4,4,2670719.993,238934.5906
252227100,2023/9/29,39000,3,1,1246,1920,19134,1,4,4,2706738.471,251586.3557
322134600,2023/9/29,49500,3,1,870,1915,19121,1,4,4,2690572.172,247152.3458
532283900,2023/9/26,180000,3,1,1222,1950,19111,1,4,4,2715868.831,273959.5576
351124800,2023/8/31,211900,3,1,1078,1940,19124,1,4,2,2712851.127,265181.9528
71508200,2023/9/26,32000,3,1,1280,1920,19134,1,4,4,2704821.797,252060.5066
382174600,2023/9/9,65000,3,1,1480,1943,19132,1,3,4,2687975.498,254920.0665
651073900,2023/9/27,215000,3,1,1254,1945,19136,1,4,4,2728793.256,268195.9386
491166600,2023/9/28,20000,3,1,960,1935,19140,1,4,4,2700803.813,261004.1584
92264200,2023/9/25,535000,3,1,1278,1955,19118,1,4,4,2682222.06,278157.9984
343232100,2023/8/16,180000,3,1,1120,1949,19151,1,4,4,2663564.843,243926.9533
461188900,2023/9/27,328000,3,1,1350,1925,19139,1,4,4,2679060.153,236634.1845
394254400,2023/9/23,190000,3,1,1146,1925,19148,1,4,4,2692716.887,223074.9117
393458700,2023/9/28,290000,3,1,1105,1925,19148,1,4,3,2693912.149,223427.3339
273011600,2023/9/22,362000,3,1,1240,1940,19143,1,4,3,2680153.638,232996.3702
591038800,2023/9/15,158000,3,1,950,1905,19138,1,3,2,2693653.371,272348.5956
394017300,2023/9/15,360000,3,2,994,1920,19148,1,3,2,2693743.593,225907.7748
213000010,2023/9/28,785575,3,2,2225,2022,19128,1,1,1,2680245.369,259719.0353
364446500,2023/9/28,110000,3,1,1020,1923,19146,1,4,4,2684453.774,229349.2368
12482800,2023/9/26,240000,3,1,874,1920,19147,1,4,4,2693315.657,228289.9659
181068700,2023/9/14,425000,3,1,1407,1915,19125,1,3,3,2701906.682,243617.2945
361359900,2023/9/25,135000,3,1,784,1923,19146,1,4,4,2688175.763,230626.6883
353236700,2023/9/27,269900,3,1,1446,1950,19111,1,3,2,2711248.193,272064.7767
463174200,2023/9/25,199000,3,1,1230,1925,19143,1,4,4,2674445.802,234837.9026
341102500,2023/9/23,11000,3,1,1314,1925,19139,1,4,4,2671615.983,239469.5705
612281700,2023/9/26,60000,3,1,1410,1935,19120,1,4,4,2701304.771,266415.931
73271400,2023/9/28,130000,3,1,1344,1935,19134,1,4,4,2704182.36,254656.7665
51131115,2023/9/18,900000,3,2,1737,1900,19106,1,3,3,2698219.197,234153.2295
71066100,2023/4/5,56200,3,1,998,1935,19133,1,4,4,2702114.317,251194.8788
312188500,2023/9/22,395000,3,1,2178,1875,19125,1,4,3,2706372.884,245105.824
652022300,2023/9/25,170000,3,1,1024,1965,19136,1,4,4,2733103.818,268862.5839
661269500,2023/9/25,307500,3,1,1260,1964,19114,1,4,4,2742200.557,279583.1753
112293900,2023/9/22,75000,3,2,1676,1939,19140,1,3,2,2692971.405,255491.5057
383040600,2023/9/21,450000,3,1,1752,1935,19129,1,4,4,2685289.884,258899.2115
592298300,2023/10/6,95000,3,1,1366,1925,19138,1,4,4,2691117.033,270700.9497
411432400,2023/10/6,160000,3,1,1080,1950,19135,1,4,4,2725208.327,262043.3702
551531800,2023/10/2,220000,3,1,1184,1925,19149,1,4,4,2721625.191,268193.8979
411153000,2023/10/11,230000,3,1,1428,1930,19135,1,4,4,2722761.658,261950.4688
233088600,2023/9/30,145000,3,1,1393,1940,19124,1,4,4,2708676.12,263932.6161
393215900,2023/10/11,66756,3,1,1080,1920,19148,1,4,4,2694953.184,224392.1922
381112100,2023/9/20,55000,3,1,940,1940,19132,1,4,4,2690532.73,253452.6958
631101100,2023/10/3,284900,3,1,1020,1955,19111,1,4,4,2714108.994,278067.4874
301387440,2023/10/13,990000,3,2,1859,2012,19146,1,3,3,2690741.488,232228.0417
562179800,2023/10/10,380000,3,3,1512,1956,19152,1,4,4,2722495.468,279852.1367
888660097,2023/10/6,225000,3,1,1500,1980,19154,1,4,4,2743027.961,292984.3319
663410900,2023/10/4,284000,3,2,1224,1955,19154,1,4,4,2747365.529,289249.9388
662339400,2023/9/26,350000,3,1,1360,1971,19154,1,4,3,2745325.782,281944.3018
321236000,2023/9/11,85000,3,1,812,1915,19121,1,2,2,2693110.13,247921.2305
171010400,2023/10/6,180000,3,1,1106,1950,19141,1,4,4,2695359.045,263511.5664
262303500,2023/9/29,200000,3,1,1200,1920,19145,1,4,4,2690249.03,222776.5052
232113502,2023/2/4,10000,3,1,1360,1975,19124,1,4,4,2715609.328,259303.6244
521149700,2023/10/6,270000,3,1,1205,1925,19131,1,4,2,2675340.872,249116.7845
