parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,year_built,zip_code,category_code,exterior_condition,interior_condition,x_coord,y_coord
252481105,2023/9/1,49500,0,0,2370,1915,19134,1,3,3,2705981.512,250218.3358
453343300,2023/8/1,309000,0,0,1792,1925,19137,1,4,4,2721016.132,254670.6704
581256100,2024/7/14,480000,0,0,1714,1955,19115,1,4,4,2727055.385,291818.2247
572336900,2024/6/4,211000,0,0,1465,1955,19114,1,4,4,2735299.851,278682.7057
344243300,2024/12/10,172000,0,0,2253,1925,19151,1,4,4,2669534.347,244972.6343
251079300,2023/4/21,265000,0,0,1530,1925,19134,1,4,3,2708748.049,247022.3244
342110600,2024/12/6,363000,0,0,1973,1925,19151,1,4,4,2670569.726,245744.1685
41354000,2024/11/1,77000,0,0,1596,1915,19131,1,4,4,2673604.479,244962.9044
632185500,2023/4/4,533000,0,0,1848,1965,19115,1,4,4,2724005.267,290315.7871
463158500,2024/12/1,45000,0,0,1560,1925,19143,1,4,5,2672489.267,233340.1317
552237500,2024/12/19,200000,0,1,1356,1950,19135,1,4,4,2725992.925,266670.3383
223056600,2024/12/19,85001,0,0,2853,1925,19119,1,5,4,2685666.618,270252.7721
22046300,2024/12/30,800000,0,0,2244,1915,19147,1,4,4,2698011.765,230919.7996
101251300,2024/12/20,203200,0,0,1918,1965,19126,1,4,4,2697144.724,274423.874
232064800,2024/12/10,58000,0,0,1200,1925,19124,1,4,4,2714714.506,259142.9511
342166000,2024/9/11,65000,0,0,840,1925,19151,1,4,4,2672156.819,243765.352
642298081,2024/12/13,490000,0,0,7206,1949,19136,1,4,4,2729954.088,270226.7705
652389505,2024/12/30,320000,0,0,935,1976,19114,1,4,4,2739610.811,273466.6328
511152200,2024/12/20,131250,0,0,1308,1925,19143,1,5,4,2677327.107,233271.8342
202070600,2024/12/13,165000,0,0,1880,1969,19122,1,3,4,2697914.02,247463.9883
888115888,2024/12/30,116000,0,1,403,1900,19107,1,3,4,2693537.909,234458.5779
888150620,2024/12/3,250000,0,1,656,1960,19130,1,4,4,2689365.903,241250.3521
41263900,2024/12/20,69000,0,0,1811,1915,19131,1,4,4,2673869.496,244801.0441
888110990,2024/12/19,412500,0,1,1024,2007,19130,1,4,3,2691486.329,239495.7476
888072884,2024/12/5,110775,0,1,455,1950,19130,1,4,4,2688582.069,241966.4435
888073234,2024/12/27,220000,0,1,956,1950,19130,1,4,4,2688582.069,241966.4435
281362100,2024/11/15,60000,0,0,2250,1915,19132,1,4,4,2690914.925,251890.1015
888093992,2024/12/27,367500,0,1,725,2007,19107,1,3,3,2694670.127,234512.5158
888049784,2024/12/14,204000,0,1,532,1900,19130,1,4,3,2693588.59,240556.109
353305900,2024/12/20,180000,0,0,1200,1955,19111,1,4,4,2712392.281,273975.1675
888110146,2024/12/20,550000,0,0,153,2006,19106,1,3,3,2698508.327,237696.1266
888115404,2024/12/31,58000,0,1,319,1900,19107,1,3,4,2693537.909,234458.5779
273127050,2024/10/24,165000,0,2,1470,2005,19143,1,4,3,2679860.062,232621.1013
888049352,2024/9/24,295000,0,1,639,1900,19107,1,4,3,2694116.814,234122.8975
151031140,2024/11/15,702000,0,0,1728,1988,19130,1,4,3,2692657.047,240371.0855
161174600,2024/11/4,115000,0,0,1998,1915,19132,1,3,5,2694128.851,251135.1108
562225600,2024/12/2,285000,0,0,1304,1960,19152,1,4,4,2723433.84,280576.3613
888073158,2024/11/27,175000,0,1,756,1950,19130,1,4,4,2688582.069,241966.4435
888073114,2024/12/30,130000,0,1,477,1950,19130,1,4,4,2688582.069,241966.4435
888059752,2024/12/23,220000,0,1,633,1899,19107,1,3,3,2693805.302,234351.126
422374500,2024/10/5,125000,0,0,1350,1940,19120,1,4,4,2703627.013,266293.4936
241070400,2024/12/23,265000,0,0,2091,1940,19104,1,7,7,2686579.573,238530.4395
182247200,2024/1/14,300000,0,0,1872,1915,19122,1,4,4,2699060.336,244162.0336
511179700,2024/11/20,280000,0,0,2958,1915,19143,1,4,4,2677787.86,232237.4255
888052168,2024/11/14,163750,0,1,504,1963,19106,1,4,4,2698810.57,233766.7558
273064800,2024/12/2,370000,0,0,944,1940,19143,1,4,4,2679290.941,231975.7345
273063300,2024/12/2,370000,0,0,1008,1940,19143,1,4,4,2679141.983,232129.9996
888093332,2024/11/26,304000,0,1,873,1900,19123,1,4,3,2698402.848,238763.2704
888052176,2024/11/21,575000,0,1,522,1963,19106,1,4,4,2698810.57,233766.7558
888110694,2024/10/28,200000,0,1,345,1928,19103,1,3,3,2691846.585,234890.0137
234144000,2024/11/27,275000,0,0,2216,1940,19124,1,4,5,2714268.948,262280.7483
601100200,2024/11/4,380000,0,0,1968,1925,19139,1,4,4,2677348.569,237477.044
33200105,2024/11/8,120100,0,0,1915,1920,19143,1,5,4,2671229.818,234076.8608
54007400,2024/11/26,250000,0,0,2697,1925,19107,1,4,4,2695873.053,237663.0636
581464400,2024/11/21,300000,0,0,1200,1965,19115,1,4,4,2730491.247,288835.1499
241190900,2024/11/26,350000,0,0,3147,1930,19104,1,2,2,2685048.927,239452.2497
451283200,2024/11/22,260000,0,0,1376,1920,19134,1,4,4,2711025.135,249415.4988
581283400,2024/11/19,470000,0,0,1644,1962,19115,1,4,4,2725965.37,288942.8193
888061748,2024/11/21,300000,0,1,842,2006,19123,1,3,3,2701562.464,239764.2894
581418900,2024/11/22,327000,0,0,908,1965,19115,1,4,4,2729104.522,285623.4392
152023200,2024/11/20,615000,0,0,1734,1920,19130,1,3,3,2690995.836,240524.9677
888072524,2024/11/27,127500,0,1,435,1950,19130,1,4,4,2688582.069,241966.4435
602104400,2024/11/21,390000,0,0,1740,1925,19139,1,4,4,2676269.282,236479.5161
888116070,2024/11/8,205000,0,1,630,1925,19103,1,3,4,2692536.168,236901.2154
51173400,2024/10/31,1052600,0,0,1953,1800,19106,1,4,4,2697199.779,233245.1233
232056800,2024/11/25,89000,0,0,924,1935,19124,1,5,4,2714931.649,258336.9931
888086152,2024/12/2,169000,0,1,680,1832,19130,1,4,4,2692995.59,240095.7064
353047300,2024/11/12,140000,0,0,1200,1950,19111,1,4,4,2713268.556,270986.1548
521274000,2024/11/26,140000,0,0,2000,1925,19131,1,5,6,2675155.351,249442.0486
214280500,2024/12/10,300000,0,0,1199,1961,19128,1,4,4,2672365.808,278317.6588
888150675,2024/11/18,139000,0,1,608,1960,19130,1,4,4,2689365.903,241250.3521
661062300,2024/12/6,175000,0,0,877,1960,19114,1,4,4,2740582.437,282879.5044
888072896,2024/12/2,245000,0,1,744,1950,19130,1,4,4,2688582.069,241966.4435
888115376,2024/12/12,60000,0,1,317,1900,19107,1,3,4,2693537.909,234458.5779
562403200,2024/11/22,255000,0,0,1047,1956,19152,1,4,4,2724741.648,280688.2535
571211300,2024/12/12,290000,0,0,1107,1958,19152,1,5,4,2728619.19,279681.3753
61283800,2024/12/4,169900,0,0,2715,1900,19104,1,6,6,2680565.383,239581.1996
888091604,2024/12/10,265500,0,1,690,1970,19130,1,3,4,2691010.677,239862.1803
162091600,2024/11/19,97000,0,0,2053,1915,19132,1,5,5,2693136.196,250445.8196
406247900,2024/12/11,150000,0,0,1950,1925,19142,1,6,4,2675689.687,224480.2944
22052500,2024/12/10,525000,0,0,2452,1915,19147,1,4,4,2696440.932,231214.0693
132228000,2024/12/6,3330400,0,0,1485,1940,19140,1,4,4,2694353.681,261697.2941
572323005,2024/9/23,163381,0,0,1671,1959,19114,1,4,4,2736311.079,278814.9144
252134300,2024/12/6,3330400,0,0,1072,1920,19134,1,4,4,2706362.001,249931.9331
322115900,2024/12/6,100000,0,0,2130,1915,19121,1,2,2,2690770.511,247150.021
301176700,2024/12/6,572000,0,0,2142,1915,19146,1,3,4,2690894.379,231940.8713
232053800,2024/12/6,3330400,0,0,1410,1935,19124,1,5,4,2714420.511,258432.4434
888030466,2024/12/3,242000,0,1,576,1900,19107,1,4,4,2695493.642,233587.2624
888115330,2024/12/6,90000,0,1,345,1900,19107,1,3,4,2693537.909,234458.5779
353216400,2024/12/10,160000,0,0,1456,1929,19111,1,4,4,2712215.771,274284.642
651313600,2024/12/6,3330400,0,0,1576,1965,19135,1,4,4,2728881.176,263526.1976
323020500,2024/12/9,52000,0,0,1640,1915,19121,1,7,7,2687211.637,247796.9597
122025300,2024/12/13,430000,0,0,2320,1900,19144,1,4,4,2691302.406,266545.4452
572312450,2024/12/19,235000,0,0,1254,1958,19114,1,4,4,2735840.142,278233.3145
453236700,2024/12/13,262500,0,0,1410,1925,19137,1,4,4,2718624.383,254466.8827
888083650,2024/12/18,1345000,0,1,548,1980,19103,1,4,4,2690314.517,235285.446
471021800,2024/12/10,8500000,0,0,3014,1915,19130,1,3,3,2692863.16,243238.9534
888035808,2024/11/30,675000,0,0,183,1900,19123,1,3,3,2699151.668,242486.2866
561475100,2024/12/16,200000,0,0,943,1964,19152,1,4,4,2722523.426,274303.5179
71334300,2023/5/12,32000,0,0,980,1920,19134,1,7,7,2702732.586,252538.7416
23247600,2024/12/11,305000,0,0,1260,1920,19147,1,4,4,2695179.391,232487.197
131252200,2024/10/17,150000,0,0,2140,1930,19140,1,4,4,2694533.571,257423.7246
622387000,2024/10/31,340000,0,0,2178,1925,19135,1,4,4,2720410.007,261142.3018
372405200,2024/9/17,27000,0,1,742,1920,19133,1,4,4,2698358.458,252369.7475
888059900,2024/10/18,337500,0,1,762,2008,19123,1,4,3,2699203.511,241209.0664
313120500,2024/10/17,207000,0,0,1605,1875,19125,1,4,5,2703418.635,246374.5275
471108500,2024/10/30,300000,0,0,2508,1915,19121,1,4,4,2692665.645,244409.6443
888113632,2024/10/22,144500,0,1,396,1900,19146,1,4,3,2692492.976,230698.1163
41092700,2024/10/22,110000,0,0,1350,1915,19131,1,4,4,2674296.73,242782.8293
122209200,2024/10/29,129500,0,0,1344,1925,19144,1,4,4,2693030.879,269104.2442
552133100,2024/10/16,148000,0,0,960,1925,19135,1,4,4,2723205.272,265187.9846
51193110,2024/10/21,1635000,0,0,2625,1910,19106,1,3,3,2696582.222,233119.3139
433302600,2024/10/29,160000,0,0,1728,1925,19140,1,4,4,2699846.412,259253.7833
152204000,2024/10/25,360000,0,0,1092,1920,19130,1,4,4,2689512.588,241822.8017
582255800,2024/9/27,470000,0,0,1700,1959,19116,1,3,4,2730870.146,297274.5435
461198900,2024/10/22,984741,0,0,4404,1922,19143,1,4,4,2678604.195,235578.263
451249800,2024/10/8,120000,0,0,1964,1925,19134,1,4,4,2712240.388,250044.9345
122265910,2024/10/18,188000,0,0,3192,1925,19138,1,5,6,2693636.725,270497.1095
21340700,2024/10/31,225500,0,0,1876,1915,19147,1,3,4,2697441.397,228833.3139
323022400,2024/10/16,30000,0,0,1640,1915,19121,1,4,4,2686943.441,247834.4842
532291000,2024/11/5,299000,0,0,2250,1950,19111,1,4,4,2718620.802,272101.8018
282253600,2023/12/5,30000,0,0,2765,1915,19132,1,5,4,2686890.677,252101.9094
131298800,2024/10/24,24000,0,0,2483,1930,19140,1,4,4,2692606.129,257265.5136
642066100,2024/10/29,240000,0,0,1140,1965,19136,1,4,4,2729953.206,269751.3006
372137500,2024/10/7,42000,0,1,1500,1920,19133,1,4,4,2698149.462,251806.2375
422261400,2024/11/1,189900,0,0,1712,1940,19120,1,4,4,2703725.47,265248.4491
452015000,2024/10/25,45000,0,0,1782,1900,19134,1,4,4,2708082.958,251630.8936
311118900,2024/10/31,187500,0,0,1426,1875,19125,1,4,4,2703983.562,248504.5101
888115848,2024/11/13,79000,0,1,318,1900,19107,1,3,4,2693537.909,234458.5779
234134200,2024/10/23,435000,0,0,2470,1940,19124,1,3,4,2713296.983,262818.0396
21009500,2024/10/31,320000,0,0,1440,1999,19147,1,3,3,2696452.822,230864.2616
888050407,2024/10/30,25000,0,0,220,1900,19107,1,3,4,2693452.362,234044.3681
62060700,2024/11/1,50108,0,0,2010,1915,19104,1,4,4,2681289.822,241567.17
431046300,2024/10/30,200000,0,0,2208,1935,19140,1,4,4,2696843.506,254680.5798
271199710,2024/11/4,1415000,0,0,4830,1930,19104,1,4,4,2681543.357,236099.5126
242124100,2024/7/11,100000,0,0,2022,1915,19104,1,5,4,2683741.375,240618.7123
461072900,2024/8/22,380000,0,0,2916,1925,19143,1,4,4,2678300.94,234684.7094
232369100,2024/10/29,60000,0,0,880,1940,19124,1,4,4,2715429.4,257572.7889
161160000,2024/11/19,835000,0,0,1764,1915,19132,1,6,4,2694270.536,251242.7192
561343400,2024/11/6,260000,0,0,1020,1953,19152,1,4,4,2721339.816,273418.3222
372296200,2024/9/12,44000,0,1,1026,1920,19133,1,7,7,2697944.627,251173.1856
406090700,2024/11/7,40000,0,0,960,1920,19142,1,4,4,2674120.36,223513.8675
83110802,2024/11/15,1040000,0,0,2802,1970,19103,1,3,3,2689784.603,238224.1796
222138800,2024/11/13,142714,0,1,2413,1925,19119,1,4,4,2685420.678,274638.4103
151354110,2024/11/8,1050000,0,0,1780,1940,19130,1,5,5,2692471.726,242211.6146
888050652,2024/10/29,175000,0,1,450,1973,19106,1,4,4,2696743.566,233862.1096
561478700,2024/11/18,225000,0,0,1398,1925,19111,1,4,4,2720661.531,275786.9021
301187910,2024/11/19,750000,0,0,1864,1915,19146,1,3,3,2692080.808,231645.845
491492700,2024/11/8,51900,0,0,2160,1940,19141,1,5,4,2698107.296,263853.2655
321287400,2024/10/23,110000,0,0,1721,1915,19121,1,7,7,2692464.322,247990.1188
888115440,2024/11/22,85000,0,1,318,1900,19107,1,3,4,2693537.909,234458.5779
341266500,2024/11/6,110000,0,0,1809,1925,19139,1,4,4,2670332.542,240168.8847
888150313,2024/11/1,428000,0,0,1392,1900,19130,1,4,4,2691058.996,240606.8481
888115850,2024/11/13,79000,0,1,318,1900,19107,1,3,4,2693537.909,234458.5779
371189600,2024/10/2,10000,0,0,1776,1915,19133,1,7,7,2697059.19,250438.9518
411153500,2024/9/18,133000,0,0,2072,1930,19135,1,4,4,2722857.633,261816.7417
161255300,2024/8/19,13900,0,0,2076,1915,19132,1,4,4,2693776.916,250948.8638
402115200,2024/8/28,77000,0,0,1360,1920,19142,1,4,4,2676268.28,225376.3264
561561400,2024/9/18,200000,0,0,1474,1961,19111,1,4,4,2721838.817,276689.8258
121021000,2024/9/4,323000,0,0,2500,1900,19144,1,4,4,2692948.669,264133.2522
362135700,2024/9/9,107000,0,0,1664,1925,19146,1,3,4,2686237.95,230575.9584
652170012,2024/9/12,830000,0,0,3600,2005,19114,1,4,3,2740479.631,273425.4915
344125900,2024/10/4,420000,0,0,2870,1925,19151,1,4,4,2669212.121,247202.9878
482336100,2024/10/2,120000,0,0,810,1950,19145,1,4,4,2686116.377,228024.3231
888111818,2024/9/6,129000,0,1,437,1900,19103,1,3,4,2690099.004,236117.8807
451198900,2024/9/26,355000,0,0,400,1945,19134,1,4,4,2711117.623,248658.9065
651152400,2024/9/10,178999,0,0,1280,1950,19136,1,4,4,2729595.118,268224.5885
314127300,2024/9/11,160000,0,0,1358,1875,19125,1,5,5,2702454.565,249741.318
314127200,2024/9/11,160000,0,0,1358,1875,19125,1,5,5,2702441.124,249743.154
888093948,2024/8/28,495000,0,1,1090,2007,19107,1,3,3,2694670.127,234512.5158
192144900,2024/10/18,60000,0,0,1596,1920,19133,1,4,4,2700330.611,252309.2391
252020500,2024/9/25,127500,0,0,1208,1925,19134,1,5,5,2705541.73,249273.587
123076900,2024/10/11,50000,0,0,2077,1920,19144,1,4,4,2691507.872,263607.1302
273049800,2024/10/7,317000,0,0,1152,1940,19143,1,5,4,2679259.483,232294.7847
886904010,2024/10/9,350000,0,0,1320,2001,19134,1,4,3,2706202.003,250145.063
886904095,2024/10/9,350000,0,0,1320,2001,19134,1,4,3,2706457.397,250465.2136
886904105,2024/10/9,350000,0,0,1320,2001,19134,1,3,3,2706503.975,250489.87
886904100,2024/10/9,350000,0,0,1320,2001,19134,1,3,3,2706481.021,250477.0383
886904110,2024/10/9,350000,0,0,1450,2001,19134,1,3,3,2706671.047,250582.8531
886904115,2024/10/9,350000,0,0,1450,2001,19134,1,3,3,2706686.444,250593.7514
603150600,2024/10/10,330000,0,0,1920,1925,19139,1,5,4,2674904.588,236931.7538
582291800,2024/8/13,280000,0,0,1105,1959,19116,1,5,4,2731800.813,297159.8
886904005,2024/10/9,350000,0,0,1320,2001,19134,1,4,3,2706185.449,250134.4452
886904040,2024/10/9,350000,0,0,1450,2001,19134,1,4,3,2706340.455,250230.6799
886904035,2024/10/9,350000,0,0,1450,2001,19134,1,3,3,2706317.994,250216.2823
886904030,2024/10/9,350000,0,0,1320,2001,19134,1,4,3,2706268.302,250187.5862
886904090,2024/10/9,350000,0,0,2336,2001,19134,1,4,3,2706595.058,250377.0025
888083398,2024/10/7,227500,0,1,548,1980,19103,1,4,4,2690314.517,235285.446
603044100,2024/10/1,70000,0,0,1600,1925,19139,1,4,4,2675099.864,237074.9841
886904025,2024/10/9,350000,0,0,1320,2001,19134,1,4,3,2706251.664,250176.9156
886904065,2024/10/9,350000,0,0,1320,2001,19134,1,4,3,2706326.689,250396.3853
886904060,2024/10/9,350000,0,0,1320,2001,19134,1,4,3,2706304.75,250383.5746
886904070,2024/10/9,350000,0,0,1320,2001,19134,1,4,3,2706349.174,250407.6054
886904055,2024/10/9,350000,0,0,1320,2001,19134,1,4,3,2706284.342,250367.8785
886904020,2024/10/9,350000,0,0,1320,2001,19134,1,4,3,2706235.11,250166.2981
886904050,2024/10/9,350000,0,0,1320,2001,19134,1,4,3,2706262.645,250354.283
886904045,2024/10/9,350000,0,0,1320,2001,19134,1,3,3,2706244.656,250345.7446
886904015,2024/10/9,350000,0,0,1320,2001,19134,1,4,3,2706218.557,250155.6807
412400300,2024/10/11,155000,0,0,1656,1935,19135,1,4,4,2727077.192,264515.2934
888052167,2024/9/18,130000,0,1,504,1963,19106,1,4,4,2698810.57,233766.7558
532290500,2024/10/1,312000,0,0,1200,1950,19111,1,4,4,2718376.241,272269.9902
888115528,2024/10/8,77000,0,1,320,1900,19107,1,3,4,2693537.909,234458.5779
888115678,2024/10/8,79500,0,1,318,1900,19107,1,3,4,2693537.909,234458.5779
314251900,2024/9/24,166500,0,0,1773,1875,19125,1,4,4,2705584.379,247719.1442
161159600,2024/10/10,140000,0,0,1750,1915,19132,1,3,4,2694262.778,251187.1481
372026800,2024/9/24,36000,0,1,840,1925,19140,1,4,4,2699412.516,254221.6444
604041700,2024/9/13,103000,0,0,1650,1925,19139,1,4,4,2673179.483,237605.6025
372147000,2024/9/29,33491,0,1,1050,1925,19133,1,4,4,2698389.382,253556.005
888058680,2024/10/11,240000,0,1,540,2006,19123,1,4,3,2699234.885,240988.5173
341147400,2024/10/15,65000,0,0,1665,1915,19139,1,4,4,2671427.272,241042.2068
372055200,2024/4/30,36000,0,0,1380,1925,19133,1,4,4,2698780.734,252510.5444
888051908,2024/9/24,186250,0,1,504,1963,19106,1,4,4,2698727.87,233524.6644
192130400,2024/10/10,92000,0,1,1450,1920,19133,1,4,4,2700159.486,250307.2362
441208300,2024/7/12,169000,0,0,1350,1925,19139,1,4,4,2675319.489,238929.3009
888150623,2024/10/21,170000,0,1,567,1960,19130,1,4,4,2689365.903,241250.3521
521069400,2024/10/8,100000,0,0,1576,1920,19131,1,4,4,2674644.379,247351.5187
641162000,2024/8/29,350000,0,0,1280,1972,19152,1,4,4,2724480.171,270083.0313
888150496,2024/8/30,95000,0,1,603,1960,19130,1,4,4,2689365.903,241250.3521
888073046,2024/8/30,115000,0,1,435,1950,19130,1,4,4,2688582.069,241966.4435
571132400,2024/8/21,100000,0,0,1332,1960,19152,1,4,4,2729053.336,279014.2286
888059466,2024/8/28,199900,0,1,335,2006,19107,1,4,4,2694167.131,233635.1288
323210400,2024/8/26,42069,0,0,1710,1915,19121,1,7,5,2688795.18,248997.7273
888112082,2024/8/15,139000,0,1,437,1900,19103,1,3,4,2690099.004,236117.8807
252239010,2024/7/8,36600,0,0,2526,1920,19134,1,6,4,2706900.664,251583.4761
888150792,2024/8/14,160000,0,1,1099,1960,19130,1,4,4,2689365.903,241250.3521
421072300,2024/8/23,160000,0,0,1470,1940,19120,1,4,4,2705797.527,261637.5931
552144300,2024/6/21,245000,0,0,1280,1920,19135,1,3,4,2724580.722,263368.6487
461206800,2024/8/15,525000,0,0,2512,1925,19143,1,5,4,2678164.882,235066.9583
641203500,2024/8/19,293000,0,0,1270,1953,19152,1,4,4,2725460.399,270195.6606
561280400,2024/8/22,275000,0,0,1320,1960,19152,1,4,4,2721169.909,274551.1418
888058453,2024/8/22,535000,0,0,153,2006,19106,1,3,3,2699214.973,236257.8814
888115474,2024/9/3,95000,0,1,388,1900,19107,1,3,4,2693537.909,234458.5779
132014300,2024/8/10,179500,0,0,3480,1930,19141,1,6,4,2697236.655,263966.9507
21267800,2024/8/26,345000,0,0,1968,1920,19147,1,4,4,2695332.351,229469.7752
531205300,2024/6/23,128000,0,0,1332,1948,19111,1,4,4,2714968.805,270818.7152
234013800,2024/9/6,20000,0,0,1415,1940,19124,1,5,4,2712823.647,257418.3493
581460200,2024/8/6,350000,0,0,1201,1964,19115,1,4,4,2730694.067,286675.0467
612371600,2024/8/25,234900,0,0,1600,1925,19120,1,4,4,2702614.887,267914.6399
571107100,2024/8/30,349000,0,0,1370,1956,19152,1,4,4,2729926.346,276496.8383
231041900,2024/9/5,125000,0,0,1260,1950,19124,1,4,4,2716510.274,256126.6271
581080000,2024/9/11,354000,0,0,1201,1960,19115,1,4,4,2729801.876,287741.0622
572198975,2024/8/15,330000,0,0,1161,1959,19136,1,3,4,2732396.306,276713.6575
572349000,2024/9/6,367000,0,0,1224,1957,19114,1,4,4,2736148.426,275723.2234
372136800,2024/9/5,70000,0,1,1500,1920,19133,1,4,5,2698135.412,251702.4955
581176300,2024/8/30,310000,0,0,1128,1959,19115,1,4,4,2727789.57,291284.3176
888180364,2024/9/4,600000,0,0,162,1900,19125,1,4,4,2702832.33,242742.2356
888180352,2024/9/4,600000,0,0,162,1900,19125,1,4,4,2702832.33,242742.2356
888150362,2024/9/18,230000,0,1,643,1900,19130,1,4,4,2690036.723,240942.6444
152223500,2024/9/9,795000,0,0,1925,1876,19130,1,3,4,2688937.75,241984.4799
888115760,2024/8/29,50000,0,1,320,1900,19107,1,3,4,2693537.909,234458.5779
192190700,2024/9/16,22353,0,0,572,1920,19133,1,5,4,2699920.487,251552.4519
365386200,2024/9/9,300000,0,0,2184,1915,19145,1,4,4,2691648.343,227826.0052
888091888,2024/8/16,410000,0,2,978,1970,19130,1,3,4,2691010.677,239862.1803
552417000,2024/9/17,125000,0,1,1170,1925,19135,1,4,4,2724908.047,264445.1557
888112408,2024/7/25,140000,0,1,444,1900,19103,1,3,4,2690099.004,236117.8807
888083573,2024/8/7,232000,0,1,548,1980,19103,1,4,4,2690314.517,235285.446
83106303,2024/8/6,875000,0,0,2371,1970,19103,1,4,4,2690116.465,237787.7058
888111892,2024/6/27,100000,0,1,465,1900,19103,1,3,4,2690099.004,236117.8807
322078500,2024/7/19,125000,0,0,2384,1915,19121,1,4,4,2691474.674,247244.3621
571102800,2024/7/19,335000,0,0,1224,1956,19152,1,4,4,2729451.026,276512.4161
343192000,2024/6/26,170000,0,1,1266,1949,19151,1,4,4,2664538.202,243476.1117
662297700,2024/7/29,275000,0,0,1056,1955,19154,1,4,4,2744488.385,282804.7758
252431200,2024/7/26,70000,0,0,1058,1920,19134,1,5,4,2707423.158,250334.9746
888112178,2024/7/17,125000,0,1,429,1900,19103,1,3,4,2690099.004,236117.8807
581429600,2024/6/7,415000,0,0,1201,1964,19115,1,4,4,2730431.743,287165.5011
582038700,2024/7/25,295000,0,0,2070,1961,19116,1,3,4,2732874.918,291803.1758
442285100,2024/7/17,20000,0,0,2288,2011,19139,1,4,3,2676059.59,241070.6805
552106300,2024/7/12,180000,0,1,1152,1950,19135,1,4,4,2723156.613,264428.9041
572312300,2024/6/28,329000,0,0,1498,1958,19114,1,4,4,2735864.016,277445.4014
582319900,2024/8/7,449900,0,0,1899,1957,19116,1,4,4,2733340.166,296957.0418
888058404,2024/7/29,670500,0,0,153,2006,19106,1,3,3,2699214.973,236257.8814
561308400,2024/8/3,60000,0,0,1107,1958,19152,1,4,4,2721144.659,273094.6384
631241600,2024/8/2,312500,0,0,1512,1953,19111,1,4,4,2716265.243,279444.1287
132158600,2024/7/18,700000,0,0,926,1940,19140,1,4,4,2695474.001,261885.7688
622290300,2024/7/30,110000,0,0,1128,1920,19124,1,6,6,2718329.277,261455.0357
888091374,2024/8/2,250000,0,1,674,1970,19130,1,4,4,2691010.677,239862.1803
581163300,2024/8/6,385000,0,0,1128,1959,19115,1,4,4,2727438.118,291152.3897
552147600,2024/6/4,155000,0,0,1520,1950,19135,1,4,4,2723525.35,265377.4682
888057460,2024/8/14,15000,0,0,162,1900,19106,1,4,4,2696332.086,234254.763
442115300,2024/7/11,80000,0,0,1305,1925,19131,1,4,4,2677267.114,243298.597
562120800,2024/7/31,220000,0,0,1569,1960,19152,1,4,4,2724636.591,277494.2537
422075700,2024/8/16,210000,0,0,1200,1930,19120,1,4,4,2702491.281,262033.6622
562392700,2024/7/25,305000,0,0,1047,1956,19152,1,4,4,2725161.65,281594.4433
491018700,2024/8/14,55000,0,0,1050,1930,19140,1,5,4,2700277.591,261107.3232
81083700,2024/8/1,1150000,0,0,2004,1850,19103,1,4,3,2690097.982,233961.76
888083386,2024/7/25,230000,0,1,548,1980,19103,1,4,4,2690314.517,235285.446
403268500,2024/8/5,25000,0,0,1174,1925,19142,1,4,4,2671520.027,224277.6987
888115636,2024/7/29,89990,0,1,343,1900,19107,1,3,4,2693537.909,234458.5779
234290000,2024/6/27,115000,0,0,1155,1940,19124,1,5,4,2714850.437,260893.3689
451387100,2024/8/9,126000,0,0,1170,1920,19134,1,4,4,2709370.074,249733.3922
581054805,2024/8/14,210000,0,0,1280,1959,19115,1,3,4,2730595.83,285906.3671
631412200,2024/8/17,300000,0,0,1374,1964,19111,1,4,4,2718546.618,281876.7449
572248100,2024/8/26,260000,0,0,1127,1949,19114,1,4,4,2734418.97,276316.652
632266600,2024/8/16,220000,0,0,1566,1970,19115,1,4,4,2723385.071,288330.1907
888113952,2024/8/21,191000,0,1,536,1900,19146,1,4,3,2692492.976,230698.1163
582065700,2024/8/20,535000,0,0,1728,1961,19116,1,4,4,2733071.019,292032.491
582339800,2024/8/15,320000,0,0,2365,1962,19116,1,4,5,2730904.356,299709.4281
371332300,2024/7/26,72000,0,0,2223,1925,19133,1,7,7,2697547.713,248874.3162
632057800,2024/8/15,228000,0,0,994,1960,19115,1,4,4,2722188.703,288121.7258
463282405,2024/8/7,160000,0,0,1500,1920,19143,1,4,4,2672393.415,234493.2537
888049376,2024/8/16,177000,0,1,534,1900,19107,1,4,4,2695703.936,233952.2394
433197900,2024/8/14,110000,0,0,1784,1930,19140,1,4,4,2697176.272,259479.7716
888115544,2024/8/22,76000,0,1,402,1900,19107,1,3,4,2693537.909,234458.5779
888038762,2024/8/15,1675000,0,0,153,2007,19106,1,3,3,2699305.642,234275.0655
888058472,2024/8/14,500000,0,0,128,2006,19106,1,3,3,2699214.973,236257.8814
572113100,2024/8/16,340000,0,0,1976,1950,19114,1,4,4,2735331.224,279533.0678
313083400,2024/8/16,300000,0,0,2530,1875,19125,1,5,5,2702441.411,247593.5612
91109130,2024/6/28,700000,0,0,2600,1925,19118,1,4,4,2681137.268,281293.4062
372146000,2024/7/2,10000,0,1,1086,1925,19133,1,4,4,2698368.028,253405.9646
131022000,2024/7/5,20000,0,1,1120,1930,19140,1,4,4,2696153.829,256664.5325
583087700,2024/7/2,415000,0,0,1368,1963,19116,1,4,4,2733809.45,304258.4941
